source,target,weight
K00027,K03934,0.7051469916045027
K00027,K03936,0.7190906232666298
K00027,K03940,0.760577915376677
K00027,K03941,0.8431372549019607
K00027,K03943,0.8121775025799793
K00027,K04070,-0.7151702786377709
K00027,K04090,0.9071207430340558
K00027,K04103,0.7192982456140351
K00027,K04561,0.7770897832817338
K00027,K04748,0.8080495356037152
K00027,K04755,0.8018575851393188
K00027,K04771,0.6945304437564499
K00027,K05362,-0.6264189886480908
K00027,K05597,0.6594427244582043
K00027,K05710,0.8245614035087718
K00027,K05838,0.6862745098039216
K00027,K05874,0.8328173374613003
K00027,K05875,0.6367389060887513
K00027,K05895,-0.6656346749226005
K00027,K05966,-0.6883384932920537
K00027,K06187,0.7894736842105263
K00027,K06441,-0.6305469556243549
K00027,K06596,0.9236326109391124
K00027,K06597,0.9009287925696594
K00027,K06598,0.6388028895768835
K00027,K06861,0.7048503611971104
K00027,K06876,0.9091847265221877
K00027,K06993,-0.7667698658410733
K00027,K07232,0.8183694530443757
K00027,K07394,0.6800825593395253
K00027,K07637,0.8163054695562436
K00027,K07638,0.8018575851393188
K00027,K07639,0.8823529411764706
K00027,K07642,-0.696594427244582
K00027,K07644,0.7192982456140351
K00027,K07645,0.8452012383900928
K00027,K07648,-0.6264189886480908
K00027,K07649,0.8410732714138286
K00027,K07652,-0.6656346749226005
K00027,K07653,0.8679050567595459
K00027,K07673,0.7997936016511867
K00027,K07674,0.7089783281733747
K00027,K07691,0.7821681973969805
K00027,K07704,-0.717234262125903
K00027,K07706,-0.6160990712074303
K00027,K07707,-0.6099071207430341
K00027,K07710,0.7997936016511867
K00027,K07712,0.8575851393188855
K00027,K07717,0.7234262125902993
K00027,K07783,-0.6264189886480908
K00027,K07787,0.7812177502579979
K00027,K07788,0.6553147574819401
K00027,K07789,0.7337461300309597
K00027,K07795,0.7420020639834881
K00027,K07798,0.869969040247678
K00027,K07810,0.8596491228070176
K00027,K08082,0.8431372549019607
K00027,K08083,0.8348813209494325
K00027,K08304,0.7378740970072238
K00027,K08305,0.8885448916408669
K00027,K08306,-0.760577915376677
K00027,K08307,0.6222910216718266
K00027,K08308,-0.6842105263157895
K00027,K08309,0.6945304437564499
K00027,K08738,0.7543859649122806
K00027,K08926,0.6465669535696533
K00027,K08930,0.6883384932920537
K00027,K08992,0.8142414860681115
K00027,K09760,0.7564499484004128
K00027,K09773,0.7894736842105263
K00027,K09774,-0.696594427244582
K00027,K10001,0.7936016511867906
K00027,K10002,0.653250773993808
K00027,K10003,0.7481940144478844
K00027,K10004,0.7337461300309597
K00027,K10125,0.6800825593395253
K00027,K10126,0.6243550051599587
K00027,K10851,0.6264189886480908
K00027,K10857,0.7048503611971104
K00027,K10912,0.6491228070175438
K00027,K10914,0.7564499484004128
K00027,K10916,0.7543859649122806
K00027,K11103,0.7936016511867906
K00027,K11356,-0.7812177502579979
K00027,K11526,0.8761609907120743
K00027,K11602,0.7750257997936018
K00027,K11603,0.6140350877192982
K00027,K11615,-0.7667698658410733
K00027,K11624,0.7131062951496387
K00027,K11636,-0.762641898864809
K00027,K11637,0.6594427244582043
K00027,K11688,0.6697626418988648
K00027,K11693,-0.7585139318885449
K00027,K11694,-0.7440660474716203
K00027,K11695,-0.7440660474716203
K00027,K11711,0.8286893704850361
K00027,K11712,0.6429308565531475
K00027,K11719,0.7110423116615068
K00027,K11720,0.7440660474716203
K00027,K12252,0.7122389316672713
K00027,K12256,0.8637770897832818
K00027,K12264,-0.78328173374613
K00027,K12531,0.8802889576883385
K00027,K12972,0.7316821465428276
K00027,K13041,0.7874097007223942
K00027,K13061,0.7543859649122806
K00027,K13490,0.78328173374613
K00027,K13588,0.7578731004804612
K00027,K13771,0.8988648090815273
K00027,K13815,0.6986584107327141
K00027,K13816,0.7743934950413431
K00027,K13927,-0.6099071207430341
K00027,K14159,0.9112487100103198
K00027,K14578,0.7667698658410733
K00027,K14581,0.739938080495356
K00027,K14750,0.673206078355941
K00027,K14980,0.8224974200206397
K00027,K14987,0.6986584107327141
K00027,K14989,0.6284829721362228
K00027,K15011,0.9195046439628484
K00027,K15012,0.8101135190918473
K00027,K15383,0.6264189886480908
K00027,K15861,0.6865666619116865
K00027,K15862,0.8224974200206397
K00027,K15864,0.8740970072239421
K00027,K15876,-0.6945304437564499
